State,Year,Quarter,District,Insurance_Count,Insurance_Amount
madhya-pradesh,2023,4,hoshangabad,647,1441739.0
madhya-pradesh,2023,4,vidisha,375,809894.0
madhya-pradesh,2023,4,balaghat,686,1454383.0
madhya-pradesh,2023,4,singrauli,1059,1987863.0
madhya-pradesh,2023,4,betul,619,1130790.0
madhya-pradesh,2023,4,sidhi,427,650064.0
madhya-pradesh,2023,4,datia,225,445724.0
madhya-pradesh,2023,4,dewas,958,1883618.0
madhya-pradesh,2023,4,sheopur,126,180662.0
madhya-pradesh,2023,4,neemuch,312,573172.0
madhya-pradesh,2023,4,raisen,497,943273.0
madhya-pradesh,2023,4,mandsaur,431,831205.0
madhya-pradesh,2023,4,barwani,253,434181.0
madhya-pradesh,2023,4,katni,536,854784.0
madhya-pradesh,2023,4,dindori,193,331566.0
madhya-pradesh,2023,4,shivpuri,330,659873.0
madhya-pradesh,2023,4,gwalior,2406,3696991.0
madhya-pradesh,2023,4,anuppur,290,668067.0
madhya-pradesh,2023,4,agar malwa,122,210914.0
madhya-pradesh,2023,4,ashoknagar,144,246186.0
madhya-pradesh,2023,4,sagar,994,1748842.0
madhya-pradesh,2023,4,niwari,119,213765.0
madhya-pradesh,2023,4,rewa,1230,2047419.0
madhya-pradesh,2023,4,shajapur,282,456913.0
madhya-pradesh,2023,4,ujjain,1426,2472234.0
madhya-pradesh,2023,4,bhind,323,546974.0
madhya-pradesh,2023,4,tikamgarh,219,378171.0
madhya-pradesh,2023,4,seoni,420,950869.0
madhya-pradesh,2023,4,harda,235,523270.0
madhya-pradesh,2023,4,burhanpur,158,368777.0
madhya-pradesh,2023,4,damoh,206,321504.0
madhya-pradesh,2023,4,bhopal,4820,10356323.0
madhya-pradesh,2023,4,jhabua,275,441978.0
madhya-pradesh,2023,4,dhar,999,1572785.0
madhya-pradesh,2023,4,guna,384,477469.0
madhya-pradesh,2023,4,east nimar,410,703797.0
madhya-pradesh,2023,4,chhindwara,907,2014856.0
madhya-pradesh,2023,4,umaria,170,309937.0
madhya-pradesh,2023,4,mandla,347,601390.0
madhya-pradesh,2023,4,indore,8973,14811181.0
madhya-pradesh,2023,4,shahdol,426,692352.0
madhya-pradesh,2023,4,ratlam,587,1075099.0
madhya-pradesh,2023,4,panna,235,464565.0
madhya-pradesh,2023,4,chhatarpur,516,1049403.0
madhya-pradesh,2024,1,morena,775,1154088.0
madhya-pradesh,2024,1,alirajpur,178,188280.0
madhya-pradesh,2024,1,sehore,804,1402144.0
madhya-pradesh,2024,1,rajgarh,433,721492.0
madhya-pradesh,2024,1,khargone,660,929574.0
madhya-pradesh,2024,1,satna,1456,2062376.0
madhya-pradesh,2024,1,narsinghpur,440,773864.0
madhya-pradesh,2024,1,jabalpur,2549,4066952.0
madhya-pradesh,2024,1,hoshangabad,839,1719164.0
madhya-pradesh,2024,1,vidisha,487,927857.0
madhya-pradesh,2024,1,balaghat,792,1357657.0
madhya-pradesh,2024,1,singrauli,1358,2129465.0
madhya-pradesh,2024,1,betul,907,1318307.0
madhya-pradesh,2024,1,sidhi,672,963141.0
madhya-pradesh,2024,1,datia,346,652107.0
madhya-pradesh,2024,1,dewas,1147,1938626.0
madhya-pradesh,2024,1,sheopur,194,380767.0
madhya-pradesh,2024,1,neemuch,396,858759.0
madhya-pradesh,2024,1,raisen,795,1453829.0
madhya-pradesh,2024,1,mandsaur,523,924584.0
madhya-pradesh,2024,1,barwani,339,448699.0
madhya-pradesh,2024,1,katni,775,1057938.0
madhya-pradesh,2024,1,dindori,271,420754.0
madhya-pradesh,2024,1,shivpuri,474,952615.0
madhya-pradesh,2024,1,gwalior,3433,5623360.0
madhya-pradesh,2024,1,anuppur,356,517242.0
madhya-pradesh,2024,1,agar malwa,226,371251.0
madhya-pradesh,2024,1,ashoknagar,219,385921.0
madhya-pradesh,2024,1,sagar,1140,1949694.0
madhya-pradesh,2024,1,niwari,172,373826.0
madhya-pradesh,2024,1,rewa,1631,2471021.0
madhya-pradesh,2024,1,shajapur,361,580724.0
madhya-pradesh,2024,1,ujjain,1518,2343292.0
madhya-pradesh,2024,1,bhind,552,1011531.0
madhya-pradesh,2024,1,tikamgarh,286,396580.0
madhya-pradesh,2024,1,seoni,723,1352007.0
madhya-pradesh,2024,1,harda,333,634210.0
madhya-pradesh,2024,1,burhanpur,217,356492.0
madhya-pradesh,2024,1,damoh,302,471736.0
madhya-pradesh,2024,1,bhopal,5388,11329217.0
madhya-pradesh,2024,1,jhabua,443,416552.0
madhya-pradesh,2024,1,dhar,1389,1926999.0
madhya-pradesh,2024,1,guna,633,822976.0
madhya-pradesh,2024,1,east nimar,479,747134.0
madhya-pradesh,2024,1,chhindwara,1385,2251979.0
madhya-pradesh,2024,1,umaria,254,308883.0
madhya-pradesh,2024,1,mandla,458,706551.0
madhya-pradesh,2024,1,indore,9490,15586503.0
madhya-pradesh,2024,1,shahdol,556,801706.0
madhya-pradesh,2024,1,ratlam,781,1238219.0
madhya-pradesh,2024,1,panna,295,506074.0
madhya-pradesh,2024,1,chhatarpur,593,931263.0
madhya-pradesh,2024,2,morena,622,887427.0
madhya-pradesh,2024,2,alirajpur,175,163601.0
madhya-pradesh,2024,2,sehore,605,1136577.0
madhya-pradesh,2024,2,rajgarh,384,633345.0
madhya-pradesh,2024,2,khargone,588,919216.0
madhya-pradesh,2024,2,satna,1077,1715112.0
madhya-pradesh,2024,2,narsinghpur,370,759408.0
madhya-pradesh,2024,2,jabalpur,2012,3801138.0
madhya-pradesh,2024,2,hoshangabad,615,1277024.0
madhya-pradesh,2024,2,vidisha,450,808372.0
madhya-pradesh,2024,2,balaghat,611,1253375.0
madhya-pradesh,2024,2,singrauli,1125,2037202.0
madhya-pradesh,2024,2,betul,654,1100252.0
madhya-pradesh,2024,2,sidhi,398,665703.0
madhya-pradesh,2024,2,datia,262,361631.0
madhya-pradesh,2024,2,dewas,895,1705476.0
madhya-pradesh,2024,2,sheopur,129,216380.0
madhya-pradesh,2024,2,neemuch,342,624785.0
madhya-pradesh,2024,2,raisen,571,1068410.0
madhya-pradesh,2024,2,mandsaur,451,760424.0
madhya-pradesh,2024,2,barwani,313,410872.0
madhya-pradesh,2024,2,katni,599,995376.0
madhya-pradesh,2024,2,dindori,206,289259.0
madhya-pradesh,2024,2,shivpuri,323,527726.0
madhya-pradesh,2024,2,gwalior,2602,4170026.0
madhya-pradesh,2024,2,anuppur,322,475120.0
madhya-pradesh,2024,2,agar malwa,194,243737.0
madhya-pradesh,2024,2,ashoknagar,196,363186.0
madhya-pradesh,2024,2,sagar,997,1834823.0
madhya-pradesh,2024,2,niwari,150,222330.0
madhya-pradesh,2024,2,rewa,1205,2184457.0
madhya-pradesh,2024,2,shajapur,317,586891.0
madhya-pradesh,2024,2,ujjain,1241,2152248.0
madhya-pradesh,2024,2,bhind,472,738554.0
madhya-pradesh,2024,2,tikamgarh,211,363693.0
madhya-pradesh,2024,2,seoni,508,1055873.0
madhya-pradesh,2024,2,harda,180,326718.0
madhya-pradesh,2024,2,burhanpur,168,334397.0
madhya-pradesh,2024,2,damoh,255,369930.0
madhya-pradesh,2024,2,bhopal,4787,10605399.0
madhya-pradesh,2024,2,jhabua,302,361640.0
madhya-pradesh,2024,2,dhar,1074,1524207.0
madhya-pradesh,2024,2,guna,577,815813.0
madhya-pradesh,2024,2,east nimar,343,574276.0
madhya-pradesh,2024,2,chhindwara,991,2010458.0
madhya-pradesh,2024,2,umaria,184,308672.0
madhya-pradesh,2024,2,mandla,341,495203.0
madhya-pradesh,2024,2,indore,8230,14342486.0
madhya-pradesh,2024,2,shahdol,410,624530.0
madhya-pradesh,2024,2,ratlam,635,1279350.0
madhya-pradesh,2024,2,panna,289,509199.0
madhya-pradesh,2024,2,chhatarpur,471,845360.0
madhya-pradesh,2024,3,mauganj,138,254341.0
madhya-pradesh,2024,3,morena,541,727721.0
madhya-pradesh,2024,3,alirajpur,137,211894.0
madhya-pradesh,2024,3,sehore,641,1375528.0
madhya-pradesh,2024,3,rajgarh,395,704258.0
madhya-pradesh,2024,3,maihar,327,513665.0
madhya-pradesh,2024,3,khargone,573,1124857.0
madhya-pradesh,2024,3,satna,790,1210681.0
madhya-pradesh,2024,3,narsinghpur,374,800912.0
madhya-pradesh,2024,3,jabalpur,2324,4387540.0
madhya-pradesh,2024,3,vidisha,409,910946.0
madhya-pradesh,2024,3,balaghat,650,1297386.0
madhya-pradesh,2024,3,singrauli,1013,1721022.0
madhya-pradesh,2024,3,betul,658,1063848.0
madhya-pradesh,2024,3,sidhi,419,605323.0
madhya-pradesh,2024,3,datia,216,465791.0
madhya-pradesh,2024,3,dewas,947,1734088.0
madhya-pradesh,2024,3,sheopur,126,187585.0
madhya-pradesh,2024,3,neemuch,333,673202.0
madhya-pradesh,2024,3,raisen,496,1062315.0
madhya-pradesh,2024,3,khandwa,397,750572.0
madhya-pradesh,2024,3,mandsaur,438,859104.0
madhya-pradesh,2024,3,barwani,344,532203.0
madhya-pradesh,2024,3,katni,555,904191.0
madhya-pradesh,2024,3,narmadapuram,657,1358972.0
madhya-pradesh,2024,3,dindori,240,336921.0
madhya-pradesh,2024,3,shivpuri,330,704120.0
madhya-pradesh,2024,3,gwalior,2819,4482119.0
madhya-pradesh,2024,3,anuppur,311,470255.0
madhya-pradesh,2024,3,agar malwa,160,365500.0
madhya-pradesh,2024,3,ashoknagar,165,348668.0
madhya-pradesh,2024,3,sagar,994,1800213.0
madhya-pradesh,2024,3,niwari,135,256366.0
madhya-pradesh,2024,3,rewa,994,1672916.0
madhya-pradesh,2024,3,shajapur,296,615355.0
madhya-pradesh,2024,3,ujjain,1345,2229400.0
madhya-pradesh,2024,3,bhind,423,645780.0
madhya-pradesh,2024,3,tikamgarh,182,243014.0
madhya-pradesh,2024,3,seoni,450,995407.0
madhya-pradesh,2024,3,harda,243,502249.0
madhya-pradesh,2024,3,burhanpur,144,323103.0
madhya-pradesh,2024,3,pandhurna,173,304182.0
madhya-pradesh,2024,3,damoh,251,423969.0
madhya-pradesh,2024,3,bhopal,5361,10874148.0
madhya-pradesh,2024,3,jhabua,341,472478.0
madhya-pradesh,2024,3,dhar,1125,1876194.0
madhya-pradesh,2024,3,guna,517,779321.0
madhya-pradesh,2024,3,chhindwara,783,1651613.0
madhya-pradesh,2024,3,umaria,147,328566.0
madhya-pradesh,2024,3,mandla,280,505708.0
madhya-pradesh,2024,3,indore,9351,16156973.0
madhya-pradesh,2024,3,shahdol,411,652430.0
madhya-pradesh,2024,3,ratlam,688,1393570.0
madhya-pradesh,2024,3,panna,249,373236.0
madhya-pradesh,2024,3,chhatarpur,442,773949.0
madhya-pradesh,2024,4,mauganj,188,266437.0
madhya-pradesh,2024,4,morena,835,1305118.0
madhya-pradesh,2024,4,alirajpur,231,255433.0
madhya-pradesh,2024,4,sehore,835,1575501.0
madhya-pradesh,2024,4,rajgarh,554,877520.0
madhya-pradesh,2024,4,maihar,424,699960.0
madhya-pradesh,2024,4,khargone,841,1390624.0
madhya-pradesh,2024,4,satna,1006,1510683.0
madhya-pradesh,2024,4,narsinghpur,554,933417.0
madhya-pradesh,2024,4,jabalpur,2990,5021258.0
madhya-pradesh,2024,4,vidisha,596,1111383.0
madhya-pradesh,2024,4,balaghat,1065,2006913.0
madhya-pradesh,2024,4,singrauli,1388,2396658.0
madhya-pradesh,2024,4,betul,934,1707914.0
madhya-pradesh,2024,4,sidhi,658,1011928.0
madhya-pradesh,2024,4,datia,350,652125.0
madhya-pradesh,2024,4,dewas,1461,2413920.0
madhya-pradesh,2024,4,sheopur,197,289501.0
madhya-pradesh,2024,4,neemuch,500,1000837.0
madhya-pradesh,2024,4,raisen,874,1503574.0
madhya-pradesh,2024,4,khandwa,624,1102171.0
madhya-pradesh,2024,4,mandsaur,635,1032344.0
madhya-pradesh,2024,4,barwani,487,574799.0
madhya-pradesh,2024,4,katni,800,1151362.0
madhya-pradesh,2024,4,narmadapuram,887,1674772.0
madhya-pradesh,2024,4,dindori,300,440349.0
madhya-pradesh,2024,4,shivpuri,579,1014955.0
madhya-pradesh,2024,4,gwalior,3295,5826629.0
madhya-pradesh,2024,4,anuppur,407,598915.0
madhya-pradesh,2024,4,agar malwa,241,350378.0
madhya-pradesh,2024,4,ashoknagar,205,388084.0
madhya-pradesh,2024,4,sagar,1367,2395068.0
madhya-pradesh,2024,4,niwari,182,366586.0
madhya-pradesh,2024,4,rewa,1410,2486511.0
madhya-pradesh,2024,4,shajapur,444,603904.0
madhya-pradesh,2024,4,ujjain,1912,2998654.0
madhya-pradesh,2024,4,bhind,535,901994.0
madhya-pradesh,2024,4,tikamgarh,278,442254.0
madhya-pradesh,2024,4,seoni,700,1201671.0
madhya-pradesh,2024,4,harda,303,640805.0
madhya-pradesh,2024,4,burhanpur,272,444349.0
madhya-pradesh,2024,4,pandhurna,221,346662.0
madhya-pradesh,2024,4,damoh,364,586587.0
madhya-pradesh,2024,4,bhopal,6824,13581645.0
madhya-pradesh,2024,4,jhabua,515,501519.0
madhya-pradesh,2024,4,dhar,1715,2324249.0
madhya-pradesh,2024,4,guna,666,1007004.0
madhya-pradesh,2024,4,chhindwara,1206,2301001.0
madhya-pradesh,2024,4,umaria,278,443062.0
madhya-pradesh,2024,4,mandla,455,700389.0
madhya-pradesh,2024,4,indore,12551,20489191.0
madhya-pradesh,2024,4,shahdol,657,1127025.0
madhya-pradesh,2024,4,ratlam,912,1450757.0
madhya-pradesh,2024,4,panna,314,492052.0
madhya-pradesh,2024,4,chhatarpur,666,1178368.0
maharashtra,2020,2,jalgaon,660,130587.0
maharashtra,2020,2,latur,214,43226.0
maharashtra,2020,2,thane,7559,1221018.0
maharashtra,2020,2,bhandara,42,9409.0
maharashtra,2020,2,nandurbar,90,19063.0
maharashtra,2020,2,chandrapur,106,23845.0
maharashtra,2020,2,kolhapur,394,81505.0
maharashtra,2020,2,solapur,1152,212690.0
maharashtra,2020,2,mumbai,1473,223485.0
maharashtra,2020,2,sindhudurg,69,13628.0
maharashtra,2020,2,dhule,220,43891.0
maharashtra,2020,2,wardha,310,54715.0
maharashtra,2020,2,parbhani,102,22615.0
maharashtra,2020,2,mumbai suburban,5780,884439.0
maharashtra,2020,2,hingoli,53,12003.0
maharashtra,2020,2,ratnagiri,114,25679.0
maharashtra,2020,2,nanded,280,56282.0
maharashtra,2020,2,osmanabad,189,39852.0
maharashtra,2020,2,nagpur,985,185202.0
maharashtra,2020,2,buldhana,214,46340.0
maharashtra,2020,2,nashik,2519,459865.0
maharashtra,2020,2,akola,188,37514.0
maharashtra,2020,2,yavatmal,134,28263.0
maharashtra,2020,2,aurangabad,2844,496194.0
maharashtra,2020,2,amravati,406,80646.0
maharashtra,2020,2,washim,52,10989.0
maharashtra,2020,2,sangli,250,53169.0
maharashtra,2020,2,gadchiroli,41,8479.0
maharashtra,2020,2,raigad,1695,296865.0
maharashtra,2020,2,palghar,1483,259634.0
maharashtra,2020,2,jalna,258,52193.0
maharashtra,2020,2,gondia,53,10197.0
maharashtra,2020,2,ahmednagar,646,134515.0
maharashtra,2020,2,pune,8699,1482628.0
maharashtra,2020,2,beed,172,39594.0
maharashtra,2020,2,satara,390,79498.0
maharashtra,2020,3,jalgaon,1884,565866.0
maharashtra,2020,3,latur,1026,290757.0
maharashtra,2020,3,thane,6951,1718946.0
maharashtra,2020,3,bhandara,225,74839.0
maharashtra,2020,3,nandurbar,322,104800.0
maharashtra,2020,3,chandrapur,485,150929.0
maharashtra,2020,3,kolhapur,2171,652181.0
maharashtra,2020,3,solapur,3034,785356.0
maharashtra,2020,3,mumbai,1179,298346.0
maharashtra,2020,3,sindhudurg,177,57241.0
maharashtra,2020,3,dhule,859,278785.0
maharashtra,2020,3,wardha,249,77347.0
maharashtra,2020,3,parbhani,772,233765.0
maharashtra,2020,3,mumbai suburban,3674,902028.0
maharashtra,2020,3,hingoli,273,75787.0
maharashtra,2020,3,ratnagiri,361,124380.0
maharashtra,2020,3,nanded,1349,398656.0
maharashtra,2020,3,osmanabad,784,247052.0
maharashtra,2020,3,nagpur,2721,792995.0
maharashtra,2020,3,buldhana,821,231273.0
maharashtra,2020,3,nashik,5564,1418697.0
maharashtra,2020,3,akola,495,145429.0
maharashtra,2020,3,yavatmal,482,143635.0
maharashtra,2020,3,aurangabad,4125,982466.0
maharashtra,2020,3,amravati,1228,365804.0
maharashtra,2020,3,washim,288,81814.0
maharashtra,2020,3,sangli,1256,418026.0
maharashtra,2020,3,gadchiroli,125,37639.0
maharashtra,2020,3,raigad,2368,617257.0
maharashtra,2020,3,palghar,1654,447954.0
maharashtra,2020,3,jalna,733,192245.0
maharashtra,2020,3,gondia,218,69108.0
maharashtra,2020,3,ahmednagar,3194,926591.0
maharashtra,2020,3,pune,18176,4567561.0
maharashtra,2020,3,beed,1029,310814.0
maharashtra,2020,3,satara,1410,443787.0
maharashtra,2020,4,jalgaon,1073,559354.0
maharashtra,2020,4,latur,635,298377.0
maharashtra,2020,4,thane,5939,4405413.0
maharashtra,2020,4,bhandara,269,172609.0
maharashtra,2020,4,nandurbar,223,161859.0
maharashtra,2020,4,chandrapur,552,336821.0
maharashtra,2020,4,kolhapur,994,517657.0
maharashtra,2020,4,solapur,1313,596502.0
maharashtra,2020,4,mumbai,1677,1248451.0
maharashtra,2020,4,sindhudurg,184,168701.0
maharashtra,2020,4,dhule,439,205770.0
maharashtra,2020,4,wardha,191,118497.0
maharashtra,2020,4,parbhani,415,179329.0
maharashtra,2020,4,mumbai suburban,4631,3301120.0
maharashtra,2020,4,hingoli,203,75953.0
maharashtra,2020,4,ratnagiri,254,213201.0
maharashtra,2020,4,nanded,731,336213.0
maharashtra,2020,4,osmanabad,414,238644.0
maharashtra,2020,4,nagpur,1994,1280886.0
maharashtra,2020,4,buldhana,558,229992.0
maharashtra,2020,4,nashik,2903,1492155.0
maharashtra,2020,4,akola,283,103257.0
maharashtra,2020,4,yavatmal,413,210547.0
maharashtra,2020,4,aurangabad,1877,739598.0
maharashtra,2020,4,amravati,752,355638.0
maharashtra,2020,4,washim,183,78454.0
maharashtra,2020,4,sangli,633,377052.0
maharashtra,2020,4,gadchiroli,174,108088.0
maharashtra,2020,4,raigad,1547,1308133.0
maharashtra,2020,4,palghar,1117,856150.0
maharashtra,2020,4,jalna,483,174924.0
maharashtra,2020,4,gondia,226,133613.0
maharashtra,2020,4,ahmednagar,1824,875154.0
maharashtra,2020,4,pune,8211,4862704.0
maharashtra,2020,4,beed,683,298018.0
maharashtra,2020,4,satara,800,494980.0
maharashtra,2021,1,jalgaon,1377,723970.0
maharashtra,2021,1,latur,747,289468.0
maharashtra,2021,1,thane,6971,4869909.0
maharashtra,2021,1,bhandara,288,181068.0
maharashtra,2021,1,nandurbar,352,253739.0
maharashtra,2021,1,chandrapur,589,427217.0
maharashtra,2021,1,kolhapur,1223,609900.0
maharashtra,2021,1,solapur,1472,734242.0
maharashtra,2021,1,mumbai,2166,1596945.0
maharashtra,2021,1,sindhudurg,191,162532.0
maharashtra,2021,1,dhule,621,289138.0
maharashtra,2021,1,wardha,287,155399.0
maharashtra,2021,1,parbhani,500,199164.0
maharashtra,2021,1,mumbai suburban,5505,3893302.0
maharashtra,2021,1,hingoli,223,91630.0
maharashtra,2021,1,ratnagiri,317,263100.0
maharashtra,2021,1,nanded,794,315124.0
maharashtra,2021,1,osmanabad,393,170085.0
maharashtra,2021,1,nagpur,3055,2060944.0
maharashtra,2021,1,buldhana,784,379639.0
maharashtra,2021,1,nashik,3381,1857949.0
maharashtra,2021,1,akola,429,163961.0
maharashtra,2021,1,yavatmal,562,259090.0
maharashtra,2021,1,aurangabad,2514,903043.0
maharashtra,2021,1,amravati,1094,530040.0
maharashtra,2021,1,washim,225,93567.0
maharashtra,2021,1,sangli,636,391726.0
maharashtra,2021,1,gadchiroli,141,58885.0
maharashtra,2021,1,raigad,1811,1375948.0
maharashtra,2021,1,palghar,1446,1063515.0
maharashtra,2021,1,jalna,674,288602.0
maharashtra,2021,1,gondia,222,126901.0
maharashtra,2021,1,ahmednagar,2121,833980.0
maharashtra,2021,1,pune,10913,6482027.0
maharashtra,2021,1,beed,832,405022.0
maharashtra,2021,1,satara,936,636982.0
maharashtra,2021,2,jalgaon,1585,986475.0
maharashtra,2021,2,latur,1022,569472.0
maharashtra,2021,2,thane,7446,5734857.0
maharashtra,2021,2,bhandara,324,247736.0
maharashtra,2021,2,nandurbar,410,221163.0
maharashtra,2021,2,chandrapur,841,635709.0
maharashtra,2021,2,kolhapur,1639,1046476.0
maharashtra,2021,2,solapur,2417,1483185.0
maharashtra,2021,2,mumbai,2001,1561381.0
maharashtra,2021,2,sindhudurg,245,258089.0
maharashtra,2021,2,dhule,788,510317.0
maharashtra,2021,2,wardha,355,224636.0
maharashtra,2021,2,parbhani,865,416117.0
maharashtra,2021,2,mumbai suburban,5293,3659655.0
maharashtra,2021,2,hingoli,340,231624.0
maharashtra,2021,2,ratnagiri,463,434817.0
maharashtra,2021,2,nanded,1126,741452.0
maharashtra,2021,2,osmanabad,583,405599.0
maharashtra,2021,2,nagpur,3864,2683877.0
maharashtra,2021,2,buldhana,969,523648.0
maharashtra,2021,2,nashik,4607,2827696.0
maharashtra,2021,2,akola,471,290035.0
maharashtra,2021,2,yavatmal,644,428570.0
maharashtra,2021,2,aurangabad,3162,1752774.0
maharashtra,2021,2,amravati,1363,764259.0
maharashtra,2021,2,washim,310,176345.0
maharashtra,2021,2,sangli,962,652782.0
maharashtra,2021,2,gadchiroli,227,168919.0
maharashtra,2021,2,raigad,2219,1802764.0
maharashtra,2021,2,palghar,2152,1598936.0
maharashtra,2021,2,jalna,1024,522403.0
maharashtra,2021,2,gondia,325,235931.0
maharashtra,2021,2,ahmednagar,3355,2145197.0
maharashtra,2021,2,pune,14949,9422249.0
maharashtra,2021,2,beed,975,552450.0
maharashtra,2021,2,satara,1060,845508.0
maharashtra,2021,3,jalgaon,1196,864613.0
maharashtra,2021,3,latur,649,405314.0
maharashtra,2021,3,thane,7829,6194341.0
maharashtra,2021,3,bhandara,290,294374.0
maharashtra,2021,3,nandurbar,231,197492.0
maharashtra,2021,3,chandrapur,569,475396.0
maharashtra,2021,3,kolhapur,1254,846082.0
maharashtra,2021,3,solapur,1287,1037793.0
maharashtra,2021,3,mumbai,2116,1824585.0
maharashtra,2021,3,sindhudurg,228,270341.0
maharashtra,2021,3,dhule,484,340402.0
maharashtra,2021,3,wardha,221,201396.0
maharashtra,2021,3,parbhani,463,219056.0
maharashtra,2021,3,mumbai suburban,5520,4552921.0
maharashtra,2021,3,hingoli,150,96533.0
maharashtra,2021,3,ratnagiri,375,420463.0
maharashtra,2021,3,nanded,724,487054.0
maharashtra,2021,3,osmanabad,343,269790.0
maharashtra,2021,3,nagpur,2795,2376913.0
maharashtra,2021,3,buldhana,767,395363.0
maharashtra,2021,3,nashik,2807,2230871.0
maharashtra,2021,3,akola,288,174931.0
maharashtra,2021,3,yavatmal,433,350814.0
maharashtra,2021,3,aurangabad,2212,1245983.0
maharashtra,2021,3,amravati,693,536914.0
maharashtra,2021,3,washim,169,94411.0
maharashtra,2021,3,sangli,736,587672.0
maharashtra,2021,3,gadchiroli,155,146470.0
maharashtra,2021,3,raigad,1768,1718085.0
maharashtra,2021,3,palghar,1709,1457172.0
maharashtra,2021,3,jalna,400,166177.0
maharashtra,2021,3,gondia,310,319064.0
maharashtra,2021,3,ahmednagar,1509,1140977.0
maharashtra,2021,3,pune,9943,8127896.0
maharashtra,2021,3,beed,646,430082.0
maharashtra,2021,3,satara,999,815566.0
maharashtra,2021,4,jalgaon,1560,1940692.0
maharashtra,2021,4,latur,1016,1160431.0
maharashtra,2021,4,thane,13362,13856390.0
maharashtra,2021,4,bhandara,469,620119.0
maharashtra,2021,4,nandurbar,322,460722.0
maharashtra,2021,4,chandrapur,957,1276669.0
maharashtra,2021,4,kolhapur,1807,2371006.0
maharashtra,2021,4,solapur,2839,3265540.0
maharashtra,2021,4,mumbai,3563,3541155.0
maharashtra,2021,4,sindhudurg,434,663720.0
maharashtra,2021,4,dhule,576,708668.0
maharashtra,2021,4,wardha,391,586904.0
maharashtra,2021,4,parbhani,497,444446.0
maharashtra,2021,4,mumbai suburban,9319,9168680.0
maharashtra,2021,4,hingoli,202,202315.0
maharashtra,2021,4,ratnagiri,560,835222.0
maharashtra,2021,4,nanded,995,977696.0
maharashtra,2021,4,osmanabad,507,636346.0
maharashtra,2021,4,nagpur,4924,5775357.0
maharashtra,2021,4,buldhana,846,809103.0
maharashtra,2021,4,nashik,3996,4883186.0
maharashtra,2021,4,akola,510,608474.0
maharashtra,2021,4,yavatmal,630,735141.0
maharashtra,2021,4,aurangabad,2580,2341427.0
maharashtra,2021,4,amravati,1046,1501848.0
maharashtra,2021,4,washim,204,241233.0
maharashtra,2021,4,sangli,1065,1557560.0
maharashtra,2021,4,gadchiroli,258,366226.0
maharashtra,2021,4,raigad,2900,3785506.0
maharashtra,2021,4,palghar,2927,3095452.0
maharashtra,2021,4,jalna,548,511876.0
maharashtra,2021,4,gondia,402,563953.0
maharashtra,2021,4,ahmednagar,1943,2129337.0
maharashtra,2021,4,pune,16039,18693479.0
maharashtra,2021,4,beed,822,1012325.0
maharashtra,2021,4,satara,1407,1934023.0
maharashtra,2022,1,jalgaon,1410,2149096.0
maharashtra,2022,1,latur,1061,1538194.0
maharashtra,2022,1,thane,14272,16536659.0
maharashtra,2022,1,bhandara,359,650491.0
maharashtra,2022,1,nandurbar,305,546933.0
maharashtra,2022,1,chandrapur,1125,1796858.0
maharashtra,2022,1,kolhapur,1815,3158332.0
maharashtra,2022,1,solapur,4282,5201915.0
maharashtra,2022,1,mumbai,4159,4477237.0
maharashtra,2022,1,sindhudurg,447,780313.0
maharashtra,2022,1,dhule,525,940795.0
maharashtra,2022,1,wardha,440,708586.0
maharashtra,2022,1,parbhani,375,458862.0
maharashtra,2022,1,mumbai suburban,10457,11756037.0
maharashtra,2022,1,hingoli,217,313405.0
maharashtra,2022,1,ratnagiri,821,1224460.0
maharashtra,2022,1,nanded,880,1194883.0
maharashtra,2022,1,osmanabad,437,768384.0
maharashtra,2022,1,nagpur,6568,8328077.0
maharashtra,2022,1,buldhana,548,917050.0
maharashtra,2022,1,nashik,3412,5438097.0
maharashtra,2022,1,akola,401,618148.0
maharashtra,2022,1,yavatmal,583,874592.0
maharashtra,2022,1,aurangabad,1905,2477811.0
maharashtra,2022,1,amravati,1089,1731512.0
maharashtra,2022,1,washim,163,214935.0
maharashtra,2022,1,sangli,922,1798327.0
maharashtra,2022,1,gadchiroli,243,433354.0
maharashtra,2022,1,raigad,3236,4805540.0
maharashtra,2022,1,palghar,3179,4035103.0
maharashtra,2022,1,jalna,427,584157.0
maharashtra,2022,1,gondia,375,752465.0
maharashtra,2022,1,ahmednagar,1498,2370143.0
maharashtra,2022,1,pune,17790,24312875.0
maharashtra,2022,1,beed,744,973322.0
maharashtra,2022,1,satara,1545,2544980.0
maharashtra,2022,2,jalgaon,1270,1784469.0
maharashtra,2022,2,latur,875,1180019.0
maharashtra,2022,2,thane,12306,14514282.0
maharashtra,2022,2,bhandara,310,503043.0
maharashtra,2022,2,nandurbar,310,620354.0
maharashtra,2022,2,chandrapur,912,1421979.0
maharashtra,2022,2,kolhapur,1714,2813708.0
maharashtra,2022,2,solapur,1996,2751216.0
maharashtra,2022,2,mumbai,3914,4071523.0
maharashtra,2022,2,sindhudurg,433,889395.0
maharashtra,2022,2,dhule,540,809964.0
maharashtra,2022,2,wardha,366,569495.0
maharashtra,2022,2,parbhani,324,367858.0
maharashtra,2022,2,mumbai suburban,9944,10743651.0
maharashtra,2022,2,hingoli,173,221227.0
maharashtra,2022,2,ratnagiri,644,1003623.0
maharashtra,2022,2,nanded,781,983825.0
